sid,record_found_yn,enrollment_begin,enrollment_end,college_code_branch,college_name,college_state,yr2_yr4,public_private,enrollment_status,graduated,graduation_date,college_sequence,degree_title,major
19352,"Y",20100116,20100512,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19352,"Y",20090822,20091217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19359,"Y",20100116,20100512,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
19359,"Y",20090822,20091217,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
19365,"Y",20090829,20090926,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","W","N",,1,"",""
19365,"Y",20090110,20090505,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
19365,"Y",20100109,20100221,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","W","N",,1,"",""
19365,"Y",20080830,20081216,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
19365,"Y",20090523,20090814,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,1,"",""
19377,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19377,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19378,"Y",20090111,20090514,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19378,"Y",20080817,20081216,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19378,"Y",20080819,20081210,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,2,"",""
19378,"Y",20100110,20100512,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19378,"Y",20090816,20091215,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19384,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19384,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19385,"Y",20090822,20091215,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19385,"Y",20100111,20100510,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19388,"Y",20080823,20081218,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19388,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19388,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19388,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19389,"Y",20090901,20091221,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19389,"Y",20100118,20100508,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19390,"N",,,"","","","","","","N",,,"",""
19392,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19392,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19392,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19392,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19395,"N",,,"","","","","","","N",,,"",""
19399,"Y",20090113,20090506,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19399,"Y",20080819,20081210,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19399,"Y",20100116,20100512,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,2,"",""
19399,"Y",20090822,20091217,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,2,"",""
19402,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19402,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19402,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19402,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19403,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19403,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19407,"Y",20100123,20100515,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19407,"Y",20090906,20091223,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19407,"Y",20090124,20090517,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19407,"Y",20080907,20081223,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19414,"Y",20090110,20090505,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19414,"Y",20090829,20091215,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19414,"Y",20080524,20080815,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
19414,"Y",20100109,20100503,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19414,"Y",20080830,20081216,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19416,"Y",20100116,20100512,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19416,"Y",20090822,20091217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19420,"Y",20090829,20091215,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19420,"Y",20100109,20100503,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19425,"N",,,"","","","","","","N",,,"",""
19429,"Y",20090117,20090514,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19429,"Y",20080823,20081218,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19429,"Y",20090822,20091217,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19430,"N",,,"","","","","","","N",,,"",""
19431,"Y",20100109,20100503,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","F","N",,1,"",""
19431,"Y",20090829,20091215,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","F","N",,1,"",""
19435,"Y",20100104,20100427,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19435,"Y",20090104,20090429,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19435,"Y",20080823,20081210,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19435,"Y",20090829,20091216,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19435,"Y",20090509,20090805,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","H","N",,1,"",""
19437,"Y",20100109,20100503,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","H","N",,1,"",""
19437,"Y",20090829,20091215,"642398-00","COMMUNITY COLLEGE 6","CA","2-year","Public","H","N",,1,"",""
19442,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19442,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19442,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19442,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19443,"Y",20090829,20091215,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19443,"Y",20100109,20100503,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19444,"Y",20090829,20091215,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
19444,"Y",20100109,20100503,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
19448,"Y",20090829,20091215,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","H","N",,1,"",""
19451,"N",,,"","","","","","","N",,,"",""
19455,"Y",20100116,20100512,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19455,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19458,"Y",20090829,20091215,"19757-00","COMMUNITY COLLEGE 500","FL","2-year","Public","F","N",,1,"",""
19458,"Y",20100109,20100503,"19757-00","COMMUNITY COLLEGE 500","FL","2-year","Public","F","N",,1,"",""
19462,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19462,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19462,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19462,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19465,"Y",20080830,20081109,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","W","N",,1,"",""
19471,"Y",20100109,20100503,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
19471,"Y",20090829,20091215,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
19475,"Y",20100109,20100503,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","F","N",,1,"",""
19475,"Y",20080830,20081216,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","F","N",,1,"",""
19475,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","H","N",,2,"",""
19475,"Y",20090829,20090919,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","W","N",,1,"",""
19476,"Y",20090822,20091215,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19476,"Y",20090112,20090513,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19476,"Y",20100111,20100510,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19476,"Y",20090112,20090512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19476,"Y",20090516,20090805,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","L","N",,2,"",""
19476,"Y",20080823,20081217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19481,"Y",20080830,20081216,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","H","N",,1,"",""
19486,"Y",20080823,20081218,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19490,"Y",20100109,20100503,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","H","N",,1,"",""
19490,"Y",20090829,20091215,"5166-00","COMMUNITY COLLEGE 2","CA","2-year","Public","H","N",,1,"",""
19497,"N",,,"","","","","","","N",,,"",""
19507,"Y",20090829,20091215,"938803-00","COMMUNITY COLLEGE C","TX","2-year","Public","H","N",,2,"",""
19507,"Y",20090117,20090514,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19507,"Y",20100109,20100503,"938803-00","COMMUNITY COLLEGE C","TX","2-year","Public","H","N",,2,"",""
19507,"Y",20080823,20081218,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19511,"Y",20100109,20100503,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","F","N",,1,"",""
19511,"Y",20090829,20091215,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","F","N",,1,"",""
19512,"Y",20090822,20091216,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19512,"Y",20100109,20100511,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19515,"N",,,"","","","","","","N",,,"",""
19517,"Y",20100109,20100503,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","L","N",,2,"",""
19517,"Y",20080816,20081112,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
19523,"Y",20100116,20100512,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19523,"Y",20090822,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19525,"Y",20090829,20091215,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19525,"Y",20090523,20090814,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","H","N",,1,"",""
19525,"Y",20080830,20081216,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19525,"Y",20100109,20100503,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19525,"Y",20090110,20090505,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19526,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19526,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19527,"N",,,"","","","","","","N",,,"",""
19531,"N",,,"","","","","","","N",,,"",""
19533,"N",,,"","","","","","","N",,,"",""
19534,"Y",20080830,20081216,"768494-00","ABC COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19535,"N",,,"","","","","","","N",,,"",""
19548,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19553,"Y",20100118,20100514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19553,"Y",20090111,20090509,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19553,"Y",20080825,20081215,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19553,"Y",20090824,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19563,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,3,"",""
19563,"Y",20080819,20081210,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19563,"Y",20090523,20090814,"548083-00","COMMUNITY COLLEGE A","TX","2-year","Public","L","N",,2,"",""
19563,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,3,"",""
19563,"Y",20090113,20090506,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19565,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19565,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19565,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19565,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19565,"Y",20090824,20091216,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,2,"",""
19568,"N",,,"","","","","","","N",,,"",""
19572,"Y",20090516,20090805,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","L","N",,1,"",""
19572,"Y",20100117,20100511,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19572,"Y",20090118,20090513,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19572,"Y",20080823,20081217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19572,"Y",20090822,20091216,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19573,"Y",20090829,20091215,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19573,"Y",20100109,20100503,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19579,"N",,,"","","","","","","N",,,"",""
19582,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19582,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19601,"Y",20080823,20081218,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19601,"Y",20090117,20090514,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19601,"Y",20090606,20090730,"416739-00","UNIVERSITY OF B","TX","4-year","Private","H","N",,1,"",""
19601,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19601,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19613,"N",,,"","","","","","","N",,,"",""
19626,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19626,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19627,"N",,,"","","","","","","N",,,"",""
19633,"Y",20080823,20081218,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19633,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19633,"Y",20090117,20090514,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19633,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19637,"Y",20100116,20100512,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19637,"Y",20090822,20091217,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19638,"Y",20090829,20091215,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19638,"Y",20100109,20100503,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","H","N",,1,"",""
19642,"Y",20100116,20100512,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19642,"Y",20090822,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19651,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19651,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19656,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19656,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19670,"Y",20090829,20091215,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19670,"Y",20100109,20100503,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19672,"Y",20100117,20100511,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19672,"Y",20090822,20091216,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19677,"Y",20090829,20091215,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
19677,"Y",20100109,20100503,"144614-00","XYZ COMMUNITY COLLEGE","IL","2-year","Public","F","N",,1,"",""
19684,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19684,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19686,"Y",20100116,20100512,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19686,"Y",20090822,20091217,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19688,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19698,"Y",20080823,20081218,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19698,"Y",20100116,20100512,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19698,"Y",20090117,20090514,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19698,"Y",20090822,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19703,"N",,,"","","","","","","N",,,"",""
19708,"N",,,"","","","","","","N",,,"",""
19709,"Y",20100116,20100512,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19709,"Y",20090822,20091217,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19709,"Y",20090117,20090514,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19709,"Y",20080823,20081218,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19711,"N",,,"","","","","","","N",,,"",""
19721,"Y",20100109,20100503,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","F","N",,1,"",""
19721,"Y",20090829,20091215,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","F","N",,1,"",""
19726,"N",,,"","","","","","","N",,,"",""
19727,"Y",20100104,20100419,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19727,"Y",20090829,20091216,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19729,"Y",20090829,20091215,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,2,"",""
19729,"Y",20090117,20090514,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
19729,"Y",20080823,20081218,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
19729,"Y",20100116,20100512,"220386-00","PUBLIC UNIVERSITY 1","CA","4-year","Public","F","N",,1,"",""
19731,"Y",20100109,20100503,"822323-00","D COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
